ages   ,list_price            ,num_reviews ,piece_count ,play_star_rating ,set_id  ,review_difficulty ,set_name                                                  ,star_rating ,theme_name                            ,val_star_rating ,country
12-Jun ,  29.99               ,          2 ,        277 ,             4   ,  75823 ,Average           ,Bird Island Egg Heist                                     ,        4.5 ,Angry Birds™                          ,            4   ,US
12-Jun ,  19.99               ,          2 ,        168 ,             4   ,  75822 ,Easy              ,Piggy Plane Attack                                        ,        5   ,Angry Birds™                          ,            4   ,US
12-Jun ,  12.99               ,         11 ,         74 ,             4.3 ,  75821 ,Easy              ,Piggy Car Escape                                          ,        4.3 ,Angry Birds™                          ,            4.1 ,US
12+    ,  99.99               ,         23 ,       1032 ,             3.6 ,  21030 ,Average           ,United States Capitol Building                            ,        4.6 ,Architecture                          ,            4.3 ,US
12+    ,  79.99               ,         14 ,        744 ,             3.2 ,  21035 ,Challenging       ,Solomon R. Guggenheim Museum®                             ,        4.6 ,Architecture                          ,            4.1 ,US
12+    ,  59.99               ,          7 ,        597 ,             3.7 ,  21039 ,Average           ,Shanghai                                                  ,        4.9 ,Architecture                          ,            4.4 ,US
12+    ,  59.99               ,         37 ,        598 ,             3.7 ,  21028 ,Average           ,New York City                                             ,        4.2 ,Architecture                          ,            4.1 ,US
12+    ,  49.99               ,         24 ,        780 ,             4.4 ,  21029 ,Average           ,Buckingham Palace                                         ,        4.7 ,Architecture                          ,            4.3 ,US
12+    ,  39.99               ,         23 ,        468 ,             3.6 ,  21034 ,Average           ,London                                                    ,        4.7 ,Architecture                          ,            4.1 ,US
12+    ,  39.99               ,         11 ,        444 ,             3.6 ,  21033 ,Average           ,Chicago                                                   ,        4.8 ,Architecture                          ,            4.5 ,US
12+    ,  39.99               ,         14 ,        386 ,             4.1 ,  21036 ,Average           ,Arc de Triomphe                                           ,        4.4 ,Architecture                          ,            3.6 ,US
12+    ,  34.99               ,         53 ,        321 ,             3.2 ,  21019 ,Average           ,The Eiffel Tower                                          ,        4.6 ,Architecture                          ,            4.4 ,US
12+    ,  29.99               ,          7 ,        361 ,             4.2 ,  21032 ,Easy              ,Sydney                                                    ,        4.6 ,Architecture                          ,            4.2 ,US
12-Jul , 159.99               ,         63 ,        847 ,             3.8 ,  17101 ,Average           ,BOOST Creative Toolbox                                    ,        3.4 ,BOOST                                 ,            3.5 ,US
10+    ,  29.99               ,         13 ,        708 ,             4.7 ,  41597 ,Average           ,Go Brick Me                                               ,        4.8 ,BrickHeadz                            ,            4.8 ,US
10+    ,  19.99               ,          1 ,        234 ,             3   ,  41614 ,Easy              ,Owen & Blue                                               ,        5   ,BrickHeadz                            ,            5   ,US
10+    ,  19.99               ,          1 ,        160 ,             5   ,  41613 ,Very Easy         ,Mr. Incredible & Frozone                                  ,        5   ,BrickHeadz                            ,            5   ,US
10+    ,   9.99               ,          1 ,        149 ,             2   ,  41609 ,Very Easy         ,Chewbacca™                                                ,        3   ,BrickHeadz                            ,            4   ,US
10+    ,   9.99               ,          1 ,        141 ,             2   ,  41608 ,Very Easy         ,Han Solo™                                                 ,        4   ,BrickHeadz                            ,            4   ,US
10+    ,   9.99               ,          3 ,        101 ,             4   ,  41604 ,Average           ,Iron Man MK50                                             ,        4.7 ,BrickHeadz                            ,            4.5 ,US
10+    ,   9.99               ,          2 ,        105 ,             3   ,  41605 ,Easy              ,Thanos                                                    ,        5   ,BrickHeadz                            ,            5   ,US
10+    ,   9.99               ,          1 ,        113 ,             5   ,  41606 ,Easy              ,Star-Lord                                                 ,        5   ,BrickHeadz                            ,            5   ,US
10+    ,   9.99               ,          1 ,        136 ,                 ,  41607 ,                  ,Gamora                                                    ,        5   ,BrickHeadz                            ,                ,US
10+    ,   9.99               ,          2 ,         91 ,             3   ,  41485 ,Easy              ,Finn                                                      ,        4.5 ,BrickHeadz                            ,            4   ,US
10+    ,   9.99               ,          7 ,        140 ,             3.2 ,  40270 ,Easy              ,Valentine's Bee                                           ,        4.9 ,BrickHeadz                            ,            4.7 ,US
10+    ,   9.99               ,          5 ,        143 ,             4.6 ,  41599 ,Easy              ,Wonder Woman™                                             ,        5   ,BrickHeadz                            ,            5   ,US
10+    ,   9.99               ,          3 ,        122 ,             2.7 ,  41598 ,Very Easy         ,The Flash™                                                ,        4   ,BrickHeadz                            ,            3   ,US
10+    ,   9.99               ,          5 ,        130 ,             4.3 ,  41603 ,Easy              ,Kylo Ren™                                                 ,        5   ,BrickHeadz                            ,            4.8 ,US
10+    ,   9.99               ,          3 ,        119 ,             4.5 ,  41602 ,Easy              ,Rey                                                       ,        5   ,BrickHeadz                            ,            4.5 ,US
10+    ,   9.99               ,          1 ,        135 ,             1   ,  41600 ,Very Easy         ,Aquaman™                                                  ,        4   ,BrickHeadz                            ,            3   ,US
10+    ,   9.99               ,          2 ,        108 ,             3.5 ,  41601 ,Easy              ,Cyborg™                                                   ,        5   ,BrickHeadz                            ,            4   ,US
10+    ,  19.99               ,          1 ,        240 ,             3   ,  41611 ,Easy              ,Marty McFly & Doc Brown                                   ,        5   ,BrickHeadz                            ,            5   ,US
10+    ,  19.99               ,            ,        209 ,                 ,  41610 ,                  ,Tactical Batman™ & Superman™                              ,            ,BrickHeadz                            ,                ,US
10+    ,   9.99               ,          4 ,        126 ,             2   ,  40271 ,Easy              ,Easter Bunny                                              ,        5   ,BrickHeadz                            ,            4.5 ,US
10+    ,   9.99               ,          7 ,        102 ,             4   ,  41487 ,Easy              ,Lloyd                                                     ,        5   ,BrickHeadz                            ,            4.7 ,US
10+    ,   9.99               ,          5 ,         89 ,             3.2 ,  41488 ,Very Easy         ,Master Wu                                                 ,        4.4 ,BrickHeadz                            ,            4   ,US
10+    ,   9.99               ,          6 ,        118 ,             3.3 ,  41594 ,Very Easy         ,Captain Armando Salazar                                   ,        5   ,BrickHeadz                            ,            4.7 ,US
10+    ,   9.99               ,          3 ,        127 ,             3.5 ,  41486 ,Very Easy         ,Captain Phasma™                                           ,        4.7 ,BrickHeadz                            ,            4.7 ,US
10+    ,   9.99               ,         11 ,         91 ,             3.8 ,  41585 ,Very Easy         ,Batman™                                                   ,        4.9 ,BrickHeadz                            ,            4.7 ,US
10+    ,   9.99               ,          8 ,         96 ,             4   ,  41590 ,Easy              ,Iron Man                                                  ,        4.9 ,BrickHeadz                            ,            4.4 ,US
10+    ,   9.99               ,          9 ,        109 ,             3.6 ,  41593 ,Easy              ,Captain Jack Sparrow                                      ,        4.8 ,BrickHeadz                            ,            4.6 ,US
10+    ,   9.99               ,          8 ,         93 ,             3.9 ,  41592 ,Easy              ,The Hulk                                                  ,        4.6 ,BrickHeadz                            ,            4.1 ,US
10+    ,   9.99               ,         10 ,        139 ,             4.2 ,  41595 ,Easy              ,Belle                                                     ,        4.8 ,BrickHeadz                            ,            4.7 ,US
10+    ,   9.99               ,          2 ,        116 ,             5   ,  41596 ,Average           ,Beast                                                     ,        5   ,BrickHeadz                            ,            5   ,US
10+    ,   9.99               ,         12 ,        151 ,             3.3 ,  41588 ,Easy              ,The Joker™                                                ,        4.8 ,BrickHeadz                            ,            4.7 ,US
10+    ,   9.99               ,          4 ,        143 ,             3.5 ,  41591 ,Easy              ,Black Widow                                               ,        4.8 ,BrickHeadz                            ,            4.8 ,US
10+    ,   9.99               ,         10 ,        101 ,             4.3 ,  41587 ,Very Easy         ,Robin™                                                    ,        4.8 ,BrickHeadz                            ,            4.9 ,US
10+    ,   9.99               ,          9 ,         99 ,             3.5 ,  41586 ,Easy              ,Batgirl™                                                  ,        4.3 ,BrickHeadz                            ,            4.6 ,US
12-May ,  49.99               ,            ,        387 ,                 ,  60175 ,                  ,Mountain River Heist                                      ,            ,City                                  ,                ,US
12-Jun , 199.99               ,         35 ,        888 ,             4.7 ,  60052 ,Average           ,Cargo Train                                               ,        4.4 ,City                                  ,            3.8 ,US
12-Jun , 149.99               ,         45 ,        610 ,             4.4 ,  60051 ,Average           ,High-speed Passenger Train                                ,        4.4 ,City                                  ,            4   ,US
12-Aug , 149.99               ,          1 ,       1250 ,             5   ,  60162 ,Average           ,Jungle Air Drop Helicopter                                ,        5   ,City                                  ,            4   ,US
12-Jun , 119.99               ,          3 ,        792 ,             3.3 ,  60167 ,Average           ,Coast Guard Head Quarters                                 ,        3.7 ,City                                  ,            3.3 ,US
12-Aug , 119.99               ,          6 ,        813 ,             4.5 ,  60161 ,Average           ,Jungle Exploration Site                                   ,        4.3 ,City                                  ,            4   ,US
12-Jun ,  99.99               ,         10 ,        894 ,             4.2 ,  60141 ,Easy              ,Police Station                                            ,        4.7 ,City                                  ,            4   ,US
12-Jul ,  99.99               ,          1 ,        883 ,             5   ,  60188 ,                  ,Mining Experts Site                                       ,        5   ,City                                  ,            5   ,US
12-Jun ,  99.99               ,         16 ,        919 ,             4.5 ,  60110 ,Average           ,Fire Station                                              ,        4.6 ,City                                  ,            4.6 ,US
12-Jun ,  89.99               ,          8 ,        663 ,             4.4 ,  60174 ,Average           ,Mountain Police Headquarters                              ,        4.6 ,City                                  ,            4   ,US
12-Jun ,  79.99               ,          4 ,        740 ,             5   ,  60169 ,Average           ,Cargo Terminal                                            ,        5   ,City                                  ,            4.3 ,US
12-May ,  69.99               ,          9 ,        561 ,             3.9 ,  60140 ,Easy              ,Bulldozer Break-in                                        ,        3.3 ,City                                  ,            3.6 ,US
12-Jul ,  59.99               ,          3 ,        426 ,             4.7 ,  60160 ,Average           ,Jungle Mobile Lab                                         ,        5   ,City                                  ,            4.7 ,US
12-May ,  59.99               ,          2 ,        303 ,             4.5 ,  60173 ,Average           ,Mountain Arrest                                           ,        4   ,City                                  ,            2.5 ,US
12-Jun ,  59.99               ,          8 ,        415 ,             4.4 ,  60166 ,Challenging       ,Heavy-duty Rescue Helicopter                              ,        4.4 ,City                                  ,            4   ,US
12-Jun ,  49.99               ,         10 ,        374 ,             3.9 ,  60139 ,Easy              ,Mobile Command Center                                     ,        4   ,City                                  ,            3.3 ,US
12-May ,  49.99               ,         16 ,        337 ,             3.6 ,  60154 ,Easy              ,Bus Station                                               ,        3.3 ,City                                  ,            2.7 ,US
12-May ,  49.99               ,          1 ,        294 ,             4   ,  60186 ,Average           ,Mining Heavy Driller                                      ,        5   ,City                                  ,            4   ,US
12-May ,  39.99               ,         10 ,        169 ,             4.3 ,  60153 ,Very Easy         ,People pack – Fun at the beach                            ,        4.1 ,City                                  ,            3.6 ,US
12-May ,  39.99               ,         14 ,        294 ,             4.2 ,  60138 ,Average           ,High-speed Chase                                          ,        4.2 ,City                                  ,            4.1 ,US
12-May ,  39.99               ,          2 ,        347 ,             4.5 ,  60165 ,Very Easy         ,4 x 4 Response Unit                                       ,        5   ,City                                  ,            5   ,US
12-May ,  39.99               ,            ,        297 ,                 ,  60172 ,                  ,Dirt Road Pursuit                                         ,            ,City                                  ,                ,US
12-Jun ,  39.99               ,          5 ,        378 ,             4.8 ,  60159 ,Easy              ,Jungle Halftrack Mission                                  ,        4.8 ,City                                  ,            4.6 ,US
12-May ,  39.99               ,          8 ,        257 ,             4.2 ,  60108 ,Average           ,Fire Response Unit                                        ,        3.9 ,City                                  ,            3.8 ,US
12-May ,  29.99               ,          7 ,        344 ,             5   ,  60182 ,Easy              ,Pickup & Caravan                                          ,        5   ,City                                  ,            5   ,US
12-May ,  29.99               ,          7 ,        310 ,             4.4 ,  60183 ,Easy              ,Heavy Cargo Transport                                     ,        4.7 ,City                                  ,            4.7 ,US
12-May ,  24.99               ,         11 ,        214 ,             4.5 ,  60107 ,Easy              ,Fire Ladder Truck                                         ,        4.5 ,City                                  ,            4.1 ,US
12-Jun ,  19.99               ,          4 ,        192 ,             5   ,  60180 ,Average           ,Monster Truck                                             ,        5   ,City                                  ,            5   ,US
12-May ,  19.99               ,         35 ,        249 ,             4.6 ,  60150 ,Easy              ,Pizza Van                                                 ,        4.9 ,City                                  ,            4.8 ,US
12-May ,  19.99               ,         89 ,         24 ,             2.9 ,   7499 ,Easy              ,Flexible and Straight Tracks                              ,        2.5 ,City                                  ,            2.2 ,US
12-May ,  19.99               ,         12 ,        239 ,             4.7 ,  60148 ,Easy              ,ATV Race Team                                             ,        4.8 ,City                                  ,            4.6 ,US
12-May ,  19.99               ,          6 ,        190 ,             4.2 ,  60179 ,Easy              ,Ambulance Helicopter                                      ,        3.8 ,City                                  ,            4.7 ,US
12-May ,  19.99               ,          7 ,        174 ,             4.3 ,  60181 ,Easy              ,Forest Tractor                                            ,        4.4 ,City                                  ,            4.2 ,US
12-May ,  19.99               ,          8 ,        144 ,             4.4 ,  60137 ,Easy              ,Tow Truck Trouble                                         ,        4.3 ,City                                  ,            4   ,US
12-May ,  19.99               ,          1 ,        126 ,             5   ,  60176 ,Easy              ,Wild River Escape                                         ,        5   ,City                                  ,            4   ,US
12-May ,  19.99               ,          1 ,        127 ,             5   ,  60185 ,Easy              ,Mining Power Splitter                                     ,        5   ,City                                  ,            5   ,US
7-Apr  ,  19.99               ,            ,        115 ,                 ,  10751 ,                  ,Mountain Police Chase                                     ,            ,Juniors                               ,                ,US
12-May ,  19.99               ,          3 ,        141 ,             4.3 ,  60164 ,Easy              ,Sea Rescue Plane                                          ,        4.3 ,City                                  ,            4.7 ,US
12-Jun ,  19.99               ,          5 ,        201 ,             4.3 ,  60158 ,Average           ,Jungle Cargo Helicopter                                   ,        4.4 ,City                                  ,            3.8 ,US
12-May ,  15.99               ,         47 ,          8 ,             4.2 ,   7895 ,Very Easy         ,Switching Tracks                                          ,        4.1 ,City                                  ,            3.6 ,US
12-May ,  14.99               ,         85 ,          2 ,             4.1 ,   7280 ,Very Easy         ,Straight & Crossroad Plates                               ,        3.5 ,City                                  ,            2.3 ,US
12-May ,  14.99               ,         40 ,          2 ,             4.1 ,   7281 ,Very Easy         ,T-Junction & Curved Road Plates                           ,        3.9 ,City                                  ,            2.8 ,US
12-May ,   9.99               ,          2 ,         87 ,             4.5 ,  60177 ,Easy              ,Airshow Jet                                               ,        4.5 ,City                                  ,            5   ,US
12-May ,   9.99               ,         12 ,         88 ,             4.5 ,  60157 ,Easy              ,Jungle Starter Set                                        ,        4.9 ,City                                  ,            4.6 ,US
7-Apr  ,   9.99               ,            ,         73 ,                 ,  10750 ,                  ,Road Repair Truck                                         ,            ,Juniors                               ,                ,US
12-May ,   9.99               ,          4 ,         76 ,             4.8 ,  60163 ,Very Easy         ,Coast Guard Starter Set                                   ,        5   ,City                                  ,            4.5 ,US
12-May ,   9.99               ,          2 ,         88 ,                 ,  60171 ,                  ,Mountain Fugitives                                        ,        5   ,City                                  ,                ,US
12-May ,   9.99               ,          2 ,         82 ,             4.5 ,  60184 ,Very Easy         ,Mining Team                                               ,        5   ,City                                  ,            4   ,US
12-May ,   9.99               ,          1 ,         78 ,             4   ,  60178 ,Easy              ,Speed Record Car                                          ,        5   ,City                                  ,            4   ,US
12-May ,   6.99               ,          2 ,         37 ,             4.5 ,  60170 ,Very Easy         ,Off-Road Chase                                            ,        4.5 ,City                                  ,            5   ,US
12-May ,   6.99               ,          5 ,         53 ,             3.8 ,  60156 ,Easy              ,Jungle Buggy                                              ,        3.6 ,City                                  ,            4.2 ,US
12-May ,  39.99               ,         30 ,        157 ,             4.7 ,  60134 ,Very Easy         ,Fun in the park - City People Pack                        ,        4.6 ,City                                  ,            4   ,US
12-Aug , 149.99               ,          5 ,       1277 ,             5   ,  60125 ,Average           ,Volcano Heavy-lift Helicopter                             ,        4.6 ,City                                  ,            4.2 ,US
12-Aug , 119.99               ,          9 ,        824 ,             5   ,  60124 ,Average           ,Volcano Exploration Base                                  ,        4.6 ,City                                  ,            4.6 ,US
12-Jun ,  79.99               ,          2 ,        412 ,             4.5 ,  60109 ,Easy              ,Fire Boat                                                 ,        4.5 ,City                                  ,            4   ,US
12-May ,  49.99               ,          2 ,        403 ,             4.5 ,  60143 ,                  ,Auto Transport Heist                                      ,        4   ,City                                  ,            3.5 ,US
12-May ,  49.99               ,          5 ,        200 ,             3.8 ,  60129 ,Easy              ,Police Patrol Boat                                        ,        3.2 ,City                                  ,            2   ,US
12-Jul ,  49.99               ,          3 ,        330 ,             4.7 ,  60123 ,Easy              ,Volcano Supply Helicopter                                 ,        4.3 ,City                                  ,            4   ,US
12-Jun ,  39.99               ,          4 ,        324 ,             5   ,  60122 ,Average           ,Volcano Crawler                                           ,        5   ,City                                  ,            4.5 ,US
12-Jun ,  29.99               ,         14 ,        301 ,             4   ,  60119 ,Easy              ,Ferry                                                     ,        4.2 ,City                                  ,            4.2 ,US
12-May ,  29.99               ,            ,        195 ,                 ,  60168 ,                  ,Sailboat Rescue                                           ,            ,City                                  ,                ,US
12-May ,  29.99               ,          8 ,        248 ,             3.4 ,  60155 ,Easy              ,LEGO® City Advent Calendar                                ,        3.8 ,City                                  ,            3.5 ,US
12-May ,  24.99               ,         13 ,        157 ,             4.4 ,  60101 ,Easy              ,Airport Cargo Plane                                       ,        4.6 ,City                                  ,            4.2 ,US
12-May ,  24.99               ,          6 ,        175 ,             4.8 ,  60121 ,Easy              ,Volcano Exploration Truck                                 ,        4.8 ,City                                  ,            4.4 ,US
12-May ,  19.99               ,         35 ,        250 ,             4.5 ,  60117 ,Easy              ,Van & Caravan                                             ,        4.6 ,City                                  ,            4.6 ,US
12-May ,  19.99               ,          7 ,        138 ,             4.7 ,  60142 ,Easy              ,Money Transporter                                         ,        4.4 ,City                                  ,            4.1 ,US
12-May ,   9.99               ,          8 ,         80 ,             4.1 ,  60136 ,Easy              ,Police Starter Set                                        ,        4.6 ,City                                  ,            4.3 ,US
12-May ,   9.99               ,          8 ,         91 ,             4.3 ,  60146 ,Easy              ,Stunt Truck                                               ,        4.8 ,City                                  ,            4.4 ,US
12-May ,   9.99               ,          7 ,         81 ,             4.9 ,  60145 ,Very Easy         ,Buggy                                                     ,        4.9 ,City                                  ,            4.9 ,US
12-May ,   9.99               ,          7 ,         83 ,             4.7 ,  60120 ,Easy              ,Volcano Starter Set                                       ,        4.3 ,City                                  ,            4.3 ,US
12-May ,   9.99               ,         10 ,         81 ,             4.4 ,  60100 ,Very Easy         ,Airport Starter Set                                       ,        4.9 ,City                                  ,            5   ,US
12-May ,   9.99               ,         11 ,         90 ,             3.9 ,  60106 ,Easy              ,Fire Starter Set                                          ,        4.1 ,City                                  ,            4.1 ,US
12-May ,   6.99               ,          5 ,         47 ,             4.3 ,  60135 ,Very Easy         ,ATV Arrest                                                ,        4.4 ,City                                  ,            4.6 ,US
Apr-99 ,  59.99               ,          4 ,        790 ,             5   ,  10698 ,Easy              ,LEGO® Large Creative Brick Box                            ,        5   ,Classic                               ,            5   ,US
Apr-99 ,  34.99               ,         11 ,        484 ,             4.6 ,  10696 ,Easy              ,LEGO® Medium Creative Brick Box                           ,        4.6 ,Classic                               ,            4.7 ,US
Apr-99 ,  19.99               ,          2 ,        213 ,             5   ,  10713 ,Very Easy         ,Creative Suitcase                                         ,        5   ,Classic                               ,            5   ,US
Apr-99 ,  19.99               ,          8 ,        303 ,             4.8 ,  10693 ,Easy              ,LEGO® Creative Supplement                                 ,        4.9 ,Classic                               ,            4.9 ,US
Apr-99 ,  16.99               ,          7 ,        221 ,             4.3 ,  10692 ,Easy              ,LEGO® Creative Bricks                                     ,        4.1 ,Classic                               ,            4.3 ,US
Apr-99 ,  14.99               ,         24 ,          1 ,             4.3 ,  10701 ,Very Easy         ,Gray Baseplate                                            ,        4.1 ,Classic                               ,            3.5 ,US
Apr-99 ,   7.99               ,          6 ,          1 ,             4.7 ,  10714 ,Very Easy         ,Blue Baseplate                                            ,        4.7 ,Classic                               ,            4.3 ,US
Apr-99 ,   7.99               ,         46 ,          1 ,             3.2 ,  10700 ,Very Easy         ,Green Baseplate                                           ,        2.6 ,Classic                               ,            2.5 ,US
Apr-99 ,   4.99               ,          8 ,         78 ,             4.6 ,  10706 ,Very Easy         ,Blue Creativity Box                                       ,        4.8 ,Classic                               ,            5   ,US
Apr-99 ,   4.99               ,          5 ,         66 ,             4.5 ,  10708 ,Easy              ,Green Creativity Box                                      ,        4.8 ,Classic                               ,            4.5 ,US
Apr-99 ,   4.99               ,          4 ,         55 ,             4.3 ,  10707 ,Average           ,Red Creativity Box                                        ,        4.5 ,Classic                               ,            4.3 ,US
Apr-99 ,   4.99               ,          3 ,         60 ,             2.7 ,  10709 ,Easy              ,Orange Creativity Box                                     ,        4.7 ,Classic                               ,            5   ,US
4+     ,   2.49               ,        180 ,          1 ,             4   ,    630 ,Very Easy         ,Brick Separator                                           ,        4.8 ,Classic                               ,            4.6 ,US
Apr-99 ,  19.99               ,          6 ,        303 ,             4.3 ,  10694 ,Easy              ,LEGO® Creative Supplement Bright                          ,        4.5 ,Classic                               ,            4.3 ,US
Apr-99 ,   7.99               ,         24 ,          1 ,             3.9 ,  10699 ,Very Easy         ,Sand Baseplate                                            ,        3.6 ,Classic                               ,            2.9 ,US
12-Aug ,  69.99               ,         11 ,        728 ,             3.2 ,  31069 ,Average           ,Modular Family Villa                                      ,        3.4 ,Creator 3-in-1                        ,            3.2 ,US
12-Sep ,  59.99               ,         14 ,        670 ,             4.2 ,  31070 ,Average           ,Turbo Track Racer                                         ,        4.5 ,Creator 3-in-1                        ,            4.3 ,US
12-Aug ,  39.99               ,          4 ,        422 ,             4   ,  31081 ,Average           ,Modular Skate House                                       ,        4.8 ,Creator 3-in-1                        ,            4.3 ,US
12-Aug ,  34.99               ,          5 ,        379 ,             4   ,  31079 ,Easy              ,Sunshine Surfer Van                                       ,        4.4 ,Creator 3-in-1                        ,            4.2 ,US
12-Jul ,  34.99               ,          2 ,        374 ,             4   ,  31080 ,Easy              ,Modular Winter Vacation                                   ,        3.5 ,Creator 3-in-1                        ,            4   ,US
12-Jul ,  29.99               ,         12 ,        285 ,             4.3 ,  31066 ,Easy              ,Space Shuttle Explorer                                    ,        4.2 ,Creator 3-in-1                        ,            4.4 ,US
12-Aug ,  29.99               ,         10 ,        386 ,             3.2 ,  31068 ,Average           ,Modular Modern Home                                       ,        3.8 ,Creator 3-in-1                        ,            3.9 ,US
12-Jul ,  29.99               ,          8 ,        356 ,             4   ,  31067 ,Average           ,Modular Poolside Holiday                                  ,        4.6 ,Creator 3-in-1                        ,            4.9 ,US
12-Jul ,  19.99               ,          9 ,        205 ,             4.5 ,  31062 ,Average           ,Robo Explorer                                             ,        4.8 ,Creator 3-in-1                        ,            4.3 ,US
12-Jul ,  19.99               ,          2 ,        241 ,             4.5 ,  31074 ,Easy              ,Rocket Rally Car                                          ,        5   ,Creator 3-in-1                        ,            5   ,US
12-Jul ,  19.99               ,          1 ,        200 ,             5   ,  31076 ,Average           ,Daredevil Stunt Plane                                     ,        5   ,Creator 3-in-1                        ,            5   ,US
12-Jul ,  19.99               ,          1 ,        225 ,             5   ,  31075 ,Easy              ,Outback Adventures                                        ,        4   ,Creator 3-in-1                        ,            4   ,US
12-Jul ,  14.99               ,         27 ,        174 ,             4.5 ,  31058 ,Easy              ,Mighty Dinosaurs                                          ,        4.7 ,Creator 3-in-1                        ,            4.7 ,US
12-Jul ,  14.99               ,          5 ,        223 ,             4.7 ,  31073 ,Easy              ,Mythical Creatures                                        ,        4.4 ,Creator 3-in-1                        ,            5   ,US
12-Jun ,   9.99               ,          6 ,        122 ,             4.5 ,  31056 ,Easy              ,Green Cruiser                                             ,        4.5 ,Creator 3-in-1                        ,            4.7 ,US
12-Jun ,   9.99               ,          1 ,        102 ,             4   ,  31057 ,Easy              ,Air Blazer                                                ,        4   ,Creator 3-in-1                        ,            4   ,US
12-Jun ,   9.99               ,          1 ,        109 ,             5   ,  31071 ,Average           ,Drone Explorer                                            ,        5   ,Creator 3-in-1                        ,            5   ,US
12-Jun ,   9.99               ,            ,        109 ,                 ,  31072 ,                  ,Extreme Engines                                           ,            ,Creator 3-in-1                        ,                ,US
12-Jul ,  19.99               ,          8 ,        222 ,             4.3 ,  31046 ,Average           ,Fast Car                                                  ,        4.6 ,Creator 3-in-1                        ,            4.5 ,US
12-Aug ,  19.99               ,          1 ,        194 ,             5   ,  31059 ,Average           ,Sunset Street Bike                                        ,        5   ,Creator 3-in-1                        ,            5   ,US
12-Aug ,  59.99               ,         15 ,        528 ,             4.7 ,  31051 ,Average           ,Lighthouse Point                                          ,        4.7 ,Creator 3-in-1                        ,            4.3 ,US
12-Jul ,  29.99               ,          2 ,        359 ,             5   ,  31064 ,Average           ,Island Adventures                                         ,        4.5 ,Creator 3-in-1                        ,            4.5 ,US
12-Jul ,  29.99               ,          9 ,        286 ,             4.5 ,  31035 ,Easy              ,Beach Hut                                                 ,        4.4 ,Creator 3-in-1                        ,            4.1 ,US
12-Jul ,  29.99               ,          5 ,        275 ,             4   ,  31063 ,Average           ,Beachside Vacation                                        ,        4.2 ,Creator 3-in-1                        ,            3.4 ,US
12-Aug ,  29.99               ,          4 ,        326 ,             4.8 ,  31049 ,Average           ,Twin Spin Helicopter                                      ,        5   ,Creator 3-in-1                        ,            4.8 ,US
12-Jul ,  19.99               ,          7 ,        230 ,             4.8 ,  31047 ,Average           ,Propeller Plane                                           ,        4.9 ,Creator 3-in-1                        ,            4.7 ,US
12-Jul ,  19.99               ,            ,        246 ,                 ,  31060 ,                  ,Airshow Aces                                              ,            ,Creator 3-in-1                        ,                ,US
12-Jun ,   9.99               ,          2 ,        124 ,             4   ,  31043 ,Easy              ,Chopper Transporter                                       ,        5   ,Creator 3-in-1                        ,            4.5 ,US
12-Jun ,   9.99               ,          4 ,        132 ,             4   ,  31029 ,Average           ,Cargo Heli                                                ,        4.8 ,Creator 3-in-1                        ,            4.8 ,US
16+    , 369.99               ,         43 ,       5923 ,             3.9 ,  10256 ,Challenging       ,Taj Mahal                                                 ,        4.8 ,Creator Expert                        ,            4.5 ,US
16+    , 169.99               ,         62 ,       2480 ,             4.4 ,  10260 ,Challenging       ,Downtown Diner                                            ,        4.6 ,Creator Expert                        ,            4.3 ,US
12+    ,  79.99               ,         51 ,        902 ,             3.8 ,  10259 ,Average           ,Winter Village Station                                    ,        3.8 ,Creator Expert                        ,            3.4 ,US
16+    , 279.99               ,         99 ,       4002 ,             4.7 ,  10255 ,Challenging       ,Assembly Square                                           ,        4.8 ,Creator Expert                        ,            4.5 ,US
16+    , 249.99               ,         64 ,       4163 ,             3.7 ,  10253 ,Challenging       ,Big Ben                                                   ,        4.6 ,Creator Expert                        ,            4.6 ,US
16+    , 239.99               ,        228 ,       4295 ,             4.2 ,  10214 ,Challenging       ,Tower Bridge                                              ,        4.8 ,Creator Expert                        ,            4.6 ,US
16+    , 199.99               ,         53 ,       2670 ,             4.2 ,  10257 ,Challenging       ,Carousel                                                  ,        4.4 ,Creator Expert                        ,            4.2 ,US
16+    , 199.99               ,         91 ,       2464 ,             4.9 ,  10247 ,Challenging       ,Ferris Wheel                                              ,        4.9 ,Creator Expert                        ,            4.7 ,US
16+    , 169.99               ,        115 ,       2382 ,             4.5 ,  10251 ,Challenging       ,Brick Bank                                                ,        4.7 ,Creator Expert                        ,            4.2 ,US
16+    , 159.99               ,        202 ,       2469 ,             4.7 ,  10243 ,Challenging       ,Parisian Restaurant                                       ,        4.9 ,Creator Expert                        ,            4.7 ,US
16+    , 159.99               ,        177 ,       2262 ,             4.4 ,  10246 ,Challenging       ,Detective’s Office                                        ,        4.6 ,Creator Expert                        ,            4.4 ,US
16+    , 139.99               ,         53 ,       1686 ,             4.1 ,  10258 ,Average           ,London Bus                                                ,        4.6 ,Creator Expert                        ,            4.3 ,US
16+    , 119.99               ,        337 ,       1334 ,             4.3 ,  10220 ,Challenging       ,Volkswagen T1 Camper Van                                  ,        4.7 ,Creator Expert                        ,            4.5 ,US
16+    ,  99.99               ,         66 ,       1167 ,             4.5 ,  10252 ,Average           ,Volkswagen Beetle                                         ,        4.9 ,Creator Expert                        ,            4.7 ,US
